,code,decileMarch24,d_or_o
30123,E01024968,0,1
30125,E01004591,0,0
30132,E01023820,0,0
30134,E01027594,0,2
30136,E01004777,0,0
30137,E01004495,0,0
30138,E01002693,0,0
30139,E01004524,0,1
30146,E01029284,0,1
30152,E01028372,0,2
30153,E01003465,0,1
30156,E01014384,0,2
30160,E01008044,0,1
30165,E01023836,0,2
30166,E01004488,0,2
30168,E01003004,0,0
30169,E01007961,0,0
30175,E01032678,0,1
30177,E01002893,0,2
30179,E01014720,0,2
30181,E01003901,0,2
30182,E01000674,0,0
30183,E01031368,0,0
30184,E01032871,0,1
30185,E01031231,0,2
30186,E01001760,0,0
30188,E01028387,0,0
30189,E01030506,0,1
30191,E01003205,0,0
30192,E01002988,0,1
30193,E01034181,0,2
30194,E01014947,0,0
30195,E01031289,0,0
30197,E01035370,0,2
30198,E01002564,0,0
30199,E01018321,0,0
30200,E01031653,0,0
30202,E01031271,0,2
30203,E01024837,0,2
30205,E01014796,0,0
30206,E01019595,0,0
30207,E01027026,0,2
30209,E01031689,0,2
30214,E01022907,0,2
30218,E01023884,0,1
30223,E01023568,0,1
30224,E01000652,0,1
30225,E01021782,0,0
30226,E01020062,0,2
30229,E01014489,0,0
30230,E01004881,0,1
30231,E01022680,0,0
30232,E01004527,0,1
30233,E01000196,0,2
30234,E01017866,0,1
30235,E01035652,0,2
30238,E01003464,0,0
30240,E01024819,0,2
30241,E01018283,0,1
30242,E01018195,0,0
30243,E01032141,0,2
30248,E01003445,0,2
30250,E01003151,0,0
30252,E01008066,0,1
30253,E01022195,0,2
30257,E01024848,0,2
30258,E01033325,0,1
30262,E01031233,0,2
30268,E01021619,0,2
30275,E01017754,0,0
30279,E01023672,0,1
30280,E01033144,0,1
30282,E01022695,0,1
30283,E01001351,0,0
30286,E01023454,0,0
30287,E01002565,0,1
30288,E01002894,0,1
30289,E01003815,0,0
30290,E01018695,0,1
30291,E01003026,0,2
30292,E01018413,0,0
30293,E01014482,0,0
30297,E01002941,0,1
30298,E01035066,0,0
30299,E01035562,0,2
30300,E01018420,0,1
30301,E01023426,0,2
30302,E01015422,0,0
30304,E01007862,0,0
30311,E01023847,0,1
30312,E01025626,0,0
30314,E01018385,0,0
30320,E01023441,0,0
30322,E01030512,0,1
30327,E01004482,0,1
30329,E01027290,0,1
30332,E01031645,0,0
30334,E01001906,0,2
30338,E01000003,0,0
30339,E01017793,0,1
30342,E01016923,0,1
30344,E01024814,0,0
30345,E01016928,0,0
30346,E01005963,0,1
30347,E01014988,0,1
30348,E01033059,0,2
30349,E01000651,0,0
30352,E01002569,0,2
30353,E01014474,0,1
30356,E01002734,0,1
30361,E01022700,0,2
30362,E01030382,0,2
30363,E01025732,0,2
30365,E01032155,0,0
30376,E01001303,0,0
30380,E01023643,0,2
30381,E01017727,0,0
30383,E01018014,0,0
30384,E01023579,0,2
30385,E01033100,0,2
30388,E01023374,0,0
30390,E01035013,0,2
30392,E01023059,0,2
30393,E01023257,0,2
30396,E01003868,0,1
30400,E01030616,0,0
30402,E01000825,0,1
30403,E01031796,0,1
30404,E01000709,0,1
30406,E01022950,0,0
30409,E01000696,0,1
30412,E01003454,0,0
30413,E01034724,0,2
30418,E01003209,0,2
30419,E01003032,0,0
30420,E01003268,0,0
30422,E01006689,0,2
30423,E01007154,0,0
30424,E01029873,0,2
30426,E01006033,0,0
30427,E01018301,0,1
30429,E01006012,0,0
30430,E01028375,0,2
30431,E01002187,0,2
30432,E01035141,0,2
30433,E01014506,0,1
30435,E01017753,0,1
30437,E01032158,0,1
30439,E01003854,0,1
30440,E01024372,0,1
30445,E01003851,0,1
30446,E01030505,0,1
30450,E01035222,0,2
30452,E01024970,0,1
30455,E01022188,0,2
30457,E01002791,0,0
30458,E01003260,0,0
30464,E01016604,0,2
30465,E01006036,0,1
30466,E01003893,0,0
30467,E01014850,0,2
30468,E01004619,0,1
30471,E01034667,0,0
30473,E01028406,0,1
30474,E01022720,0,0
30477,E01024244,0,2
30480,E01005701,0,1
30483,E01022395,0,2
30487,E01011236,0,2
30492,E01027928,0,2
30495,E01022701,0,2
30496,E01028412,0,2
30497,E01016592,0,2
30498,E01004549,0,0
30501,E01002577,0,1
30502,E01031775,0,0
30503,E01013450,0,0
30508,E01033080,0,1
30509,E01002914,0,0
30514,E01002289,0,0
30516,E01023660,0,1
30523,E01018610,0,1
30526,E01002437,0,2
30527,E01033971,0,2
30528,E01000703,0,1
30529,E01017729,0,2
30533,E01022665,0,2
30538,E01033780,0,2
30540,E01005695,0,2
30546,E01000716,0,1
30549,E01024409,0,0
30552,E01001915,0,2
30555,E01001947,0,2
30558,E01016525,0,1
30560,E01022909,0,0
30562,E01021251,0,0
30563,E01000917,0,0
30564,E01018001,0,0
30565,E01030930,0,2
30569,E01014468,0,2
30572,E01016695,0,1
30574,E01016880,0,2
30575,E01023214,0,2
30576,E01000839,0,2
30578,E01026480,0,2
30581,E01032085,0,0
30582,E01002987,0,0
30583,E01008069,0,1
30591,E01013272,0,2
30592,E01029799,0,2
30593,E01023489,0,2
30594,E01002480,0,0
30596,E01030461,0,2
30598,E01030840,0,0
30599,E01031759,0,0
30601,E01034424,0,2
30602,E01019794,0,1
30604,E01016544,0,1
30605,E01003340,0,2
30606,E01002993,0,0
30608,E01005972,0,2
30614,E01017934,0,0
30615,E01002953,0,2
30617,E01002847,0,0
30618,E01023661,0,2
30620,E01025126,0,0
30621,E01006550,0,0
30625,E01006682,0,0
30627,E01023475,0,1
30628,E01023250,0,0
30630,E01030493,0,0
30633,E01022676,0,2
30635,E01024787,0,1
30641,E01023646,0,2
30645,E01017969,0,0
30651,E01031320,0,2
30653,E01014484,0,0
30655,E01004612,0,2
30657,E01023261,0,0
30662,E01000653,0,2
30665,E01005690,0,1
30670,E01000767,0,0
30672,E01000956,0,0
30673,E01035567,0,0
30675,E01011188,0,0
30676,E01025791,0,2
30678,E01023620,0,1
30679,E01005951,0,0
30680,E01004535,0,1
30681,E01004588,0,1
30683,E01030390,0,0
30684,E01030480,0,1
30685,E01031816,0,1
30686,E01005696,0,1
30687,E01030929,0,0
30689,E01026230,0,0
30690,E01007865,0,2
30691,E01014507,0,0
30693,E01004586,0,2
30695,E01023657,0,0
30696,E01017761,0,1
30702,E01035343,0,2
30705,E01003136,0,1
30706,E01016995,0,2
30707,E01014407,0,1
30709,E01004307,0,0
30710,E01027717,0,2
30714,E01024768,0,0
30715,E01017992,0,0
30716,E01023511,0,2
30717,E01001907,0,1
30718,E01030093,0,2
30719,E01023158,0,1
30720,E01003834,0,0
30721,E01002859,0,2
30724,E01004541,0,2
30726,E01022196,0,2
30727,E01013015,0,1
30728,E01008052,0,0
30731,E01031730,0,1
30732,E01026815,0,2
30733,E01035224,0,0
30735,E01023741,0,1
30738,E01025233,0,1
30739,E01003001,0,1
30744,E01003382,0,2
30745,E01000707,0,1
30746,E01023418,0,0
30747,E01028573,0,0
30748,E01034392,0,1
30753,E01031748,0,1
30754,E01023696,0,0
30755,E01014717,0,1
30756,E01014790,0,2
30757,E01032049,0,0
30758,E01022189,0,1
30760,E01029504,0,1
30763,E01004602,0,0
30768,E01024457,0,2
30772,E01002974,0,0
30774,E01002367,0,2
30776,E01014510,0,2
30777,E01014700,0,2
30779,E01013017,0,2
30780,E01003866,0,2
30782,E01018013,0,2
30783,E01031321,0,2
30786,E01014554,0,2
30787,E01034764,0,0
30788,E01002253,0,1
30793,E01003949,0,0
30799,E01003900,0,2
30800,E01003281,0,1
30801,E01031648,0,0
30805,E01029524,0,0
30806,E01031482,0,1
30809,E01003847,0,1
30810,E01033418,0,0
30813,E01031738,0,2
30815,E01023567,0,2
30816,E01001879,0,2
30817,E01023551,0,1
30818,E01022623,0,1
30824,E01035641,0,2
30825,E01004616,0,0
30830,E01034082,0,1
30831,E01032151,0,1
30835,E01002794,0,1
30840,E01003887,0,0
30841,E01027885,0,0
30843,E01022317,0,2
30844,E01017888,0,0
30845,E01034031,0,2
30847,E01004506,0,1
30848,E01021566,0,1
30850,E01032018,0,2
30854,E01016987,0,1
30856,E01001912,0,0
30860,E01003304,0,2
30862,E01002578,0,0
30863,E01022548,0,2
30864,E01025699,0,0
30865,E01003872,0,1
30870,E01031772,0,2
30871,E01022889,0,0
30873,E01023860,0,0
30874,E01021622,0,0
30876,E01014984,0,1
30879,E01035575,0,2
30881,E01005742,0,1
30882,E01017646,0,2
30884,E01027015,0,0
30885,E01017967,0,0
30887,E01019987,0,0
30888,E01025447,0,2
30892,E01025836,0,2
30893,E01018605,0,2
30894,E01002481,0,2
30895,E01024838,0,2
30896,E01035714,0,1
30898,E01024044,0,2
30899,E01023697,0,1
30901,E01035438,0,2
30905,E01000708,0,0
30908,E01032025,0,0
30910,E01023745,0,1
30911,E01027655,0,2
30913,E01022561,0,1
30914,E01023090,0,1
30915,E01029905,0,1
30917,E01014715,0,2
30919,E01030369,0,0
30920,E01034353,0,1
30921,E01023043,0,1
30924,E01023695,0,1
30925,E01033177,0,0
30926,E01026392,0,0
30927,E01031620,0,2
30928,E01023554,0,2
30931,E01030379,0,2
30932,E01025795,0,2
30933,E01014983,0,0
30934,E01022190,0,2
30935,E01003128,0,0
30940,E01023680,0,1
30942,E01023740,0,2
30944,E01033255,0,2
30946,E01023814,0,1
30947,E01031807,0,0
30949,E01000646,0,1
30950,E01030498,0,2
30952,E01007954,0,1
30953,E01002902,0,2
30954,E01007934,0,2
30957,E01000715,0,1
30958,E01003150,0,2
30959,E01031811,0,1
30960,E01025313,0,1
30961,E01022974,0,2
30963,E01023670,0,0
30966,E01023381,0,1
30967,E01025829,0,0
30968,E01013463,0,2
30970,E01027657,0,0
30971,E01020853,0,1
30973,E01022489,0,0
30978,E01034656,0,1
30980,E01003460,0,2
30983,E01002913,0,1
30984,E01021627,0,2
30988,E01031647,0,0
30993,E01022651,0,1
30994,E01025340,0,0
30995,E01016538,0,0
30996,E01016856,0,0
31000,E01030312,0,2
31004,E01033865,0,2
31007,E01001886,0,2
31009,E01019989,0,0
31011,E01022703,0,2
31012,E01002258,0,0
31014,E01016605,0,1
31015,E01003255,0,0
31016,E01016692,0,1
31017,E01008107,0,0
31019,E01001867,0,0
31023,E01014381,0,1
31024,E01030303,0,0
31025,E01004601,0,2
31026,E01023278,0,0
31029,E01023853,0,0
31031,E01023662,0,0
31034,E01024971,0,2
31035,E01007951,0,0
31037,E01004507,0,2
31038,E01030678,0,1
31041,E01000840,0,1
31045,E01023666,0,1
31047,E01023279,0,0
31048,E01025314,0,2
31049,E01016529,0,1
31052,E01006539,0,2
31055,E01030454,0,2
31056,E01030912,0,2
31057,E01034780,0,0
31058,E01002391,0,1
31060,E01022139,0,1
31062,E01030932,0,0
31066,E01029870,0,0
31068,E01021578,0,0
31069,E01007962,0,0
31070,E01035488,0,1
31072,E01006590,0,1
31073,E01028390,0,0
31074,E01026134,0,1
31076,E01003823,0,0
31078,E01034083,0,0
31081,E01021243,0,1
31082,E01014491,0,0
31083,E01022661,0,2
31087,E01023564,0,1
31088,E01024129,0,2
31090,E01033711,0,2
31095,E01034439,0,2
31096,E01034030,0,2
31097,E01011386,0,2
31099,E01018694,0,2
31100,E01002994,0,1
31101,E01005700,0,0
31102,E01018279,0,2
31104,E01022729,0,0
31106,E01024490,0,0
31107,E01014721,0,2
31108,E01004476,0,1
31109,E01025831,0,0
31110,E01003886,0,0
31111,E01025312,0,0
31112,E01030091,0,2
31114,E01017681,0,1
31115,E01025798,0,0
31116,E01022440,0,0
31117,E01023080,0,1
31118,E01020064,0,1
31120,E01016603,0,1
31121,E01022726,0,2
31122,E01000766,0,2
31127,E01001884,0,2
31128,E01004660,0,1
31131,E01031502,0,1
31132,E01027883,0,2
31134,E01003894,0,1
31135,E01024969,0,2
31136,E01033906,0,2
31137,E01031709,0,2
31138,E01031238,0,2
31140,E01013873,0,1
31141,E01007858,0,0
31144,E01018193,0,1
31146,E01003274,0,1
31147,E01030617,0,2
31152,E01022130,0,1
31153,E01003162,0,1
31154,E01002850,0,2
31156,E01016997,0,1
31157,E01034045,0,2
31159,E01024931,0,2
31163,E01023608,0,1
31166,E01014637,0,0
31167,E01027691,0,0
31168,E01024811,0,0
31169,E01029798,0,2
31172,E01021547,0,2
31175,E01030763,0,0
31177,E01017649,0,0
31178,E01023378,0,1
31179,E01030509,0,0
31183,E01031810,0,0
31184,E01033954,0,2
31185,E01023510,0,2
31187,E01014466,0,1
31189,E01025310,0,0
31190,E01003888,0,2
31192,E01023382,0,2
31193,E01014879,0,1
31196,E01006156,0,1
31197,E01017440,0,2
31203,E01004606,0,0
31208,E01019988,0,1
31210,E01004609,0,2
31211,E01033272,0,0
31212,E01024418,0,2
31213,E01017648,0,2
31214,E01003891,0,1
31215,E01031735,0,0
31219,E01005625,0,2
31221,E01003024,0,2
31222,E01005950,0,2
31223,E01024779,0,1
31227,E01027660,0,1
31231,E01031760,0,1
31233,E01004627,0,0
31236,E01014991,0,2
31238,E01025790,0,2
31240,E01014710,0,1
31241,E01017627,0,0
31245,E01021623,0,2
31246,E01000669,0,0
31247,E01007868,0,2
31248,E01028358,0,2
31249,E01026790,0,0
31251,E01016889,0,0
31252,E01033735,0,1
31253,E01023709,0,2
31254,E01002190,0,2
31255,E01014854,0,2
31257,E01003166,0,0
31258,E01000837,0,2
31260,E01018308,0,0
31262,E01022733,0,1
31263,E01018363,0,0
31264,E01003814,0,0
31265,E01035521,0,2
31266,E01002432,0,0
31267,E01002361,0,2
31268,E01032853,0,1
31271,E01024788,0,1
31273,E01026212,0,1
31275,E01027016,0,2
31276,E01025446,0,1
31277,E01028361,0,0
31278,E01001132,0,0
31279,E01003477,0,2
31280,E01025921,0,0
31282,E01001659,0,1
31283,E01002912,0,0
31284,E01031236,0,0
31285,E01025459,0,1
31286,E01035561,0,2
31288,E01023645,0,2
31290,E01028385,0,1
31291,E01022507,0,1
31292,E01018679,0,1
31298,E01023652,0,0
31299,E01016601,0,2
31300,E01018711,0,1
31302,E01032200,0,1
31304,E01030913,0,0
31306,E01013461,0,0
31307,E01000836,0,0
31308,E01003118,0,2
31311,E01023470,0,0
31312,E01011179,0,2
31313,E01035387,0,0
31314,E01024934,0,0
31315,E01030618,0,1
31316,E01028359,0,2
31321,E01023606,0,0
31324,E01034089,0,0
31325,E01030627,0,1
31326,E01003002,0,0
31329,E01014943,0,1
31331,E01016953,0,2
31333,E01035383,0,1
31335,E01023710,0,2
31336,E01011184,0,0
31337,E01016308,0,0
31338,E01003463,0,0
31339,E01021626,0,2
31341,E01022705,0,1
31342,E01021580,0,2
31343,E01014546,0,2
31345,E01000668,0,0
31348,E01004617,0,1
31349,E01031480,0,0
31351,E01017997,0,1
31352,E01028389,0,1
31353,E01017930,0,0
31356,E01017765,0,2
31359,E01031706,0,1
31360,E01032218,0,0
31362,E01035564,0,1
31363,E01034385,0,0
31364,E01035001,0,0
31365,E01002968,0,1
31366,E01022143,0,0
31367,E01016602,0,0
31369,E01030420,0,0
31370,E01026178,0,1
31371,E01018130,0,2
31372,E01027568,0,2
31373,E01000775,0,0
31375,E01028659,0,0
31378,E01024813,0,2
31379,E01025466,0,2
31381,E01025256,0,0
31382,E01005694,0,0
31384,E01031261,0,0
31385,E01025693,0,2
31388,E01017791,0,1
31389,E01021466,0,2
31390,E01002192,0,0
31394,E01025444,0,0
31398,E01031885,0,0
31400,E01000947,0,0
31401,E01032645,0,2
31402,E01032740,0,0
31405,E01016593,0,1
31406,E01030460,0,2
31410,E01024816,0,2
31412,E01023850,0,0
31416,E01016852,0,2
31417,E01006525,0,0
31418,E01002997,0,0
31420,E01030605,0,2
31424,E01033708,0,1
31425,E01035325,0,2
31427,E01027718,0,2
31429,E01031319,0,1
31431,E01018211,0,1
31433,E01031685,0,2
31434,E01031232,0,1
31435,E01000662,0,2
31438,E01014957,0,1
31439,E01002763,0,2
31441,E01023852,0,1
31442,E01000693,0,0
31443,E01021565,0,0
31444,E01025127,0,1
31445,E01007185,0,2
31449,E01023525,0,0
31450,E01016894,0,0
31452,E01031237,0,0
31453,E01017755,0,2
31454,E01034694,0,0
31456,E01001388,0,2
31457,E01014764,0,1
31458,E01016755,0,2
31459,E01010923,0,1
31460,E01023527,0,2
31464,E01031865,0,2
31465,E01023264,0,2
31466,E01023862,0,2
31467,E01028077,0,0
31468,E01033342,0,1
31469,E01030919,0,1
31471,E01006123,0,0
31472,E01016980,0,1
31474,E01017935,0,0
31475,E01018025,0,1
31476,E01003358,0,2
31477,E01011189,0,1
31478,E01027289,0,1
31479,E01011685,0,0
31480,E01006200,0,1
31482,E01033306,0,1
31483,E01003852,0,1
31484,E01016526,0,0
31485,E01030631,0,1
31486,E01003035,0,2
31488,E01029216,0,1
31491,E01034577,0,0
31492,E01023686,0,2
31493,E01022138,0,2
31494,E01016365,0,2
31495,E01017871,0,1
31497,E01006197,0,2
31498,E01027652,0,1
31501,E01023425,0,2
31502,E01002186,0,1
31505,E01021624,0,1
31506,E01002254,0,1
31507,E01029606,0,1
31508,E01020711,0,2
31509,E01021411,0,0
31510,E01021237,0,1
31512,E01000647,0,0
31515,E01021465,0,1
31518,E01004575,0,2
31520,E01018116,0,1
31521,E01000679,0,1
31522,E01007191,0,1
31525,E01025415,0,1
31528,E01018607,0,0
31530,E01016950,0,2
31532,E01003325,0,0
31533,E01026235,0,2
31534,E01031719,0,2
31535,E01034391,0,2
31536,E01028386,0,2
31537,E01025830,0,0
31540,E01032876,0,1
31541,E01032724,0,1
31542,E01000831,0,0
31543,E01031969,0,2
31544,E01002849,0,2
31547,E01020063,0,1
31548,E01006160,0,2
31549,E01028388,0,0
31550,E01031503,0,1
31551,E01014956,0,1
31552,E01023664,0,1
31553,E01005407,0,0
31554,E01032734,0,1
31555,E01002256,0,2
31558,E01034778,0,0
31559,E01021250,0,1
31560,E01022076,0,2
31562,E01017645,0,2
31563,E01000861,0,0
31564,E01008049,0,0
31566,E01030351,0,0
31568,E01035596,0,1
31571,E01034844,0,0
31572,E01016185,0,2
31573,E01023225,0,0
31574,E01024957,0,1
31575,E01022156,0,2
31576,E01035388,0,2
31578,E01023544,0,1
31580,E01034730,0,1
31582,E01004496,0,2
31583,E01006178,0,2
31584,E01018280,0,0
31585,E01003321,0,0
31587,E01034414,0,2
31588,E01014508,0,2
31590,E01024936,0,1
31591,E01024464,0,1
31592,E01030841,0,2
31593,E01014514,0,2
31595,E01028079,0,0
31597,E01033908,0,0
31598,E01014797,0,2
31600,E01003869,0,2
31601,E01023812,0,0
31602,E01016656,0,2
31603,E01016988,0,1
31605,E01003877,0,0
31610,E01033145,0,0
31611,E01002389,0,2
31612,E01029412,0,0
31613,E01003261,0,0
31615,E01014547,0,1
31616,E01023239,0,1
31618,E01030933,0,0
31619,E01005970,0,0
31620,E01023612,0,2
31621,E01034028,0,1
31622,E01002846,0,2
31623,E01003381,0,1
31625,E01002484,0,2
31627,E01030513,0,1
31628,E01028376,0,1
31629,E01003881,0,2
31630,E01011463,0,0
31632,E01007937,0,2
31634,E01035100,0,0
31637,E01034348,0,0
31638,E01017779,0,0
31639,E01024967,0,1
31640,E01018615,0,1
31641,E01019765,0,0
31642,E01032573,0,1
31644,E01034084,0,0
31645,E01034435,0,2
31648,E01000645,0,1
31649,E01026194,0,0
31652,E01022510,0,0
31654,E01017774,0,2
31655,E01002474,0,1
31657,E01008423,0,2
31658,E01033180,0,1
31662,E01018299,0,2
31663,E01033421,0,2
31670,E01023583,0,2
31671,E01003899,0,1
31672,E01030976,0,0
31674,E01027662,0,1
31675,E01023482,0,0
31676,E01025807,0,0
31677,E01025440,0,0
31680,E01003806,0,1
31681,E01020024,0,0
31682,E01008397,0,0
31683,E01031699,0,2
31684,E01003054,0,1
31686,E01000777,0,2
31689,E01020702,0,2
31690,E01028580,0,0
31691,E01006594,0,1
31692,E01030409,0,2
31693,E01000867,0,0
31694,E01011185,0,2
31695,E01013095,0,1
31697,E01021625,0,0
31699,E01016996,0,2
31700,E01000771,0,0
31701,E01003476,0,2
31702,E01005942,0,0
31704,E01023420,0,2
31707,E01025146,0,2
31708,E01024933,0,0
31711,E01016951,0,0
31712,E01023615,0,1
31713,E01023180,0,1
31714,E01031743,0,0
31715,E01002842,0,1
31716,E01023423,0,0
31721,E01031921,0,0
31722,E01020007,0,2
31724,E01031228,0,1
31725,E01035350,0,2
31726,E01025412,0,2
31728,E01031903,0,1
31730,E01014372,0,0
31731,E01032794,0,2
31734,E01035344,0,0
31735,E01003883,0,2
31736,E01008418,0,2
31737,E01035240,0,0
31738,E01030514,0,0
31739,E01025019,0,0
31741,E01001063,0,1
31742,E01008111,0,2
31743,E01013173,0,2
31744,E01022659,0,0
31745,E01033423,0,1
31746,E01030633,0,2
31748,E01031323,0,0
31749,E01031235,0,2
31750,E01005697,0,0
31751,E01033271,0,2
31752,E01000856,0,0
31753,E01022742,0,0
31754,E01006090,0,0
31755,E01005413,0,0
31756,E01024849,0,0
31757,E01016947,0,1
31758,E01016952,0,1
31759,E01016855,0,0
31760,E01022663,0,1
31762,E01016598,0,0
31763,E01025408,0,1
31765,E01018129,0,0
31766,E01029605,0,0
31767,E01017759,0,0
31768,E01031734,0,2
31769,E01016891,0,1
31770,E01001894,0,1
31771,E01002972,0,1
31772,E01026227,0,0
31774,E01002478,0,2
31776,E01030410,0,2
31777,E01023226,0,1
31778,E01016903,0,1
31779,E01024469,0,0
31780,E01025427,0,1
31781,E01017873,0,0
31782,E01000764,0,0
31783,E01017939,0,1
31784,E01031687,0,0
31788,E01022511,0,0
31789,E01016979,0,1
31790,E01022771,0,0
31791,E01018330,0,1
31792,E01018315,0,0
31793,E01021444,0,0
31795,E01004383,0,0
31796,E01014487,0,2
31797,E01028651,0,0
31798,E01023649,0,1
31799,E01014990,0,2
31800,E01001953,0,0
31801,E01022198,0,0
31802,E01005738,0,2
31803,E01018331,0,0
31804,E01035501,0,0
31805,E01034586,0,2
31806,E01022709,0,1
31807,E01025918,0,0
31808,E01028327,0,1
31809,E01021674,0,1
31810,E01025242,0,0
31811,E01028537,0,0
31813,E01000826,0,0
31814,E01031788,0,0
31815,E01034404,0,1
31817,E01003319,0,2
31818,E01027677,0,1
31820,E01002259,0,1
31821,E01023144,0,1
31822,E01023247,0,2
31823,E01025920,0,2
31826,E01033264,0,1
31828,E01017001,0,2
31832,E01024243,0,0
31833,E01003226,0,0
31834,E01023177,0,0
31836,E01011457,0,2
31837,E01024844,0,2
31838,E01032360,0,2
31839,E01020708,0,2
31841,E01025355,0,0
31842,E01033010,0,1
31843,E01016888,0,1
31844,E01011464,0,1
31845,E01032626,0,1
31846,E01001135,0,2
31847,E01025441,0,1
31848,E01016594,0,0
31852,E01032075,0,0
31853,E01030301,0,1
31854,E01027027,0,1
31855,E01016853,0,0
31856,E01006150,0,0
31857,E01028363,0,2
31858,E01016694,0,2
31859,E01005269,0,1
31860,E01017741,0,0
31861,E01017918,0,2
31862,E01032039,0,2
31863,E01013928,0,0
31865,E01025007,0,2
31866,E01031750,0,0
31867,E01028791,0,2
31868,E01022616,0,1
31870,E01022469,0,0
31871,E01025835,0,0
31872,E01017644,0,2
31873,E01006121,0,1
31874,E01007182,0,1
31875,E01028655,0,1
31876,E01022702,0,2
31877,E01002911,0,1
31878,E01030831,0,2
31879,E01032047,0,1
31880,E01031311,0,0
31884,E01035386,0,2
31886,E01023632,0,2
31888,E01035245,0,1
31893,E01028535,0,1
31895,E01018124,0,0
31896,E01033114,0,0
31897,E01011573,0,1
31898,E01031684,0,1
31901,E01002185,0,1
31902,E01016669,0,1
31903,E01002840,0,0
31904,E01033327,0,1
31905,E01022075,0,2
31906,E01027716,0,1
31907,E01026236,0,2
31910,E01018729,0,0
31911,E01031755,0,0
31912,E01029600,0,0
31913,E01003057,0,1
31914,E01028574,0,0
31915,E01016536,0,2
31916,E01034713,0,2
31918,E01030868,0,1
31919,E01033968,0,2
31920,E01031790,0,1
31923,E01018033,0,1
31924,E01005411,0,0
31925,E01021628,0,1
31929,E01016287,0,1
31930,E01030321,0,2
31932,E01018699,0,1
31933,E01006553,0,0
31934,E01028536,0,1
31935,E01018303,0,2
31936,E01034579,0,0
31937,E01011186,0,0
31940,E01031854,0,2
31941,E01001857,0,2
31944,E01022473,0,1
31945,E01022618,0,0
31948,E01030328,0,1
31949,E01000770,0,2
31951,E01018159,0,1
31952,E01022154,0,0
31953,E01006093,0,2
31954,E01011461,0,0
31955,E01003857,0,2
31959,E01016877,0,0
31960,E01017783,0,0
31961,E01022297,0,1
31963,E01032367,0,1
31965,E01031739,0,2
31966,E01023281,0,1
31967,E01030322,0,1
31968,E01018347,0,0
31969,E01017881,0,1
31970,E01017929,0,1
31971,E01026229,0,1
31974,E01011572,0,1
31975,E01006204,0,1
31976,E01031695,0,1
31977,E01031799,0,1
31978,E01022565,0,2
31980,E01002483,0,0
31981,E01025424,0,0
31982,E01016971,0,1
31983,E01025448,0,2
31986,E01014792,0,0
31987,E01025794,0,1
31988,E01002360,0,2
31990,E01022664,0,0
31991,E01021621,0,2
31992,E01031791,0,1
31993,E01031255,0,0
31995,E01022416,0,0
31996,E01030923,0,0
31997,E01029601,0,0
31998,E01023189,0,0
31999,E01025011,0,2
32000,E01006593,0,1
32003,E01023851,0,2
32004,E01007866,0,2
32005,E01023484,0,1
32006,E01023265,0,1
32007,E01011690,0,1
32009,E01014617,0,0
32010,E01022381,0,1
32012,E01020409,0,0
32013,E01021745,0,0
32014,E01031210,0,0
32015,E01028588,0,2
32016,E01021239,0,2
32017,E01003805,0,1
32019,E01022817,0,0
32020,E01017760,0,0
32022,E01025849,0,1
32023,E01028360,0,0
32024,E01018415,0,1
32025,E01021248,0,1
32026,E01013077,0,0
32027,E01029882,0,1
32030,E01035257,0,0
32031,E01010918,0,2
32032,E01016969,0,0
32033,E01003020,0,0
32034,E01002843,0,2
32036,E01001893,0,1
32037,E01030689,0,1
32038,E01031272,0,1
32039,E01034526,0,0
32040,E01025860,0,2
32041,E01000838,0,2
32042,E01016985,0,0
32043,E01030620,0,2
32044,E01012373,0,1
32046,E01022619,0,2
32047,E01027493,0,2
32048,E01024958,0,1
32049,E01031798,0,2
32050,E01000829,0,1
32051,E01034381,0,0
32052,E01013058,0,2
32053,E01031288,0,1
32055,E01003898,0,2
32056,E01034186,0,1
32059,E01000815,0,2
32060,E01003207,0,1
32061,E01016941,0,1
32064,E01014671,0,1
32065,E01000774,0,2
32066,E01003380,0,0
32067,E01006077,0,1
32069,E01016860,0,2
32071,E01017999,0,0
32072,E01030917,0,1
32073,E01003101,0,2
32074,E01030615,0,2
32075,E01016562,0,1
32076,E01023726,0,1
32077,E01016876,0,2
32078,E01011579,0,0
32079,E01033700,0,1
32080,E01014131,0,2
32081,E01013439,0,0
32082,E01023073,0,0
32083,E01018350,0,0
32084,E01035000,0,1
32085,E01005953,0,1
32086,E01001885,0,1
32088,E01022225,0,1
32089,E01014695,0,2
32090,E01030324,0,2
32091,E01033543,0,0
32092,E01031309,0,1
32093,E01008424,0,1
32095,E01016187,0,0
32096,E01016982,0,0
32097,E01033328,0,2
32100,E01017739,0,2
32102,E01017892,0,0
32103,E01017647,0,2
32104,E01022728,0,2
32105,E01003385,0,0
32106,E01016881,0,2
32107,E01016405,0,2
32108,E01031336,0,2
32109,E01006592,0,1
32113,E01020169,0,0
32115,E01006163,0,1
32116,E01031322,0,0
32118,E01000717,0,1
32119,E01033118,0,0
32120,E01035374,0,1
32121,E01003812,0,2
32122,E01006591,0,1
32123,E01022787,0,1
32125,E01033426,0,0
32126,E01016364,0,0
32127,E01020718,0,1
32128,E01035520,0,0
32129,E01014618,0,2
32130,E01006076,0,1
32131,E01030928,0,1
32133,E01028990,0,0
32135,E01023690,0,2
32136,E01021618,0,0
32138,E01003444,0,1
32139,E01016983,0,2
