areacd,d_or_o
E00039148,2
E00133153,1
E00039152,2
E00133151,1
E00064682,1
E00133498,0
E00133287,2
E00168232,2
E00159022,2
E00159023,0
E00159032,0
E00159033,1
E00159034,1
E00064727,2
E00064715,0
E00064713,0
E00006814,0
E00088126,0
E00088127,1
E00088129,2
E00133300,2
E00159100,0
E00159105,1
E00088130,2
E00070666,1
E00159110,1
E00159111,0
E00159112,0
E00070610,1
E00159125,2
E00159126,1
E00159128,0
E00138066,2
E00080776,2
E00088131,1
E00018321,0
E00159157,0
E00018322,0
E00080797,0
E00087727,0
E00149827,1
E00158172,0
E00158173,0
E00158174,1
E00158175,0
E00134138,2
E00134137,1
E00134125,2
E00093673,0
E00134084,1
E00134070,2
E00134068,0
E00065216,2
E00065215,1
E00065214,1
E00065213,1
E00065212,0
E00152416,1
E00134067,2
E00065191,1
E00134061,1
E00134058,1
E00136004,1
E00152433,2
E00152434,1
E00134047,1
E00134045,0
E00065129,2
E00065128,1
E00065126,0
E00158171,0
E00065124,2
E00135947,2
E00134148,2
E00158060,0
E00158061,2
E00134213,2
E00158063,0
E00135940,1
E00134212,2
E00152491,0
E00158067,1
E00134211,1
E00152412,2
E00134206,2
E00134193,0
E00134186,1
E00134185,2
E00134184,2
E00134182,0
E00134181,1
E00134180,2
E00136103,2
E00065256,2
E00065255,1
E00065254,2
E00068753,1
E00065252,0
E00065251,2
E00065250,2
E00065249,1
E00134158,1
E00134157,2
E00158168,1
E00133150,2
E00065120,0
E00087355,2
E00006761,0
E00136067,1
E00168365,0
E00136065,0
E00133757,1
E00133756,2
E00133755,2
E00133754,0
E00133750,1
E00064964,1
E00064961,1
E00135931,0
E00133657,2
E00087713,2
E00087717,1
E00018154,1
E00135846,1
E00094700,2
E00133537,1
E00133536,0
E00133535,0
E00133534,0
E00133533,1
E00133532,0
E00133531,2
E00133530,1
E00087726,0
E00032631,2
E00032630,2
E00087628,1
E00018044,2
E00018113,0
E00133907,0
E00065106,2
E00087356,0
E00087357,2
E00018048,1
E00018049,1
E00065101,0
E00065100,2
E00018050,0
E00135720,0
E00018052,0
E00087358,2
E00087359,2
E00087362,1
E00158427,1
E00158429,1
E00087519,0
E00095794,0
E00135916,2
E00018080,2
E00133975,2
E00133974,2
E00095834,0
E00133913,2
E00133912,1
E00152552,1
E00133911,0
E00133910,0
E00133909,0
E00133908,0
E00018112,2
E00039156,0
E00133075,1
E00039159,2
E00088736,1
E00058545,1
E00131619,1
E00062881,0
E00062827,2
E00131556,2
E00152599,2
E00152601,2
E00088771,2
E00131493,0
E00131491,2
E00131490,0
E00131489,1
E00088772,0
E00131483,2
E00088776,0
E00088782,1
E00131390,2
E00131389,0
E00088783,0
E00131387,0
E00131386,1
E00131366,1
E00131365,0
E00131364,2
E00131363,0
E00131362,2
E00131361,2
E00037371,2
E00037377,1
E00131329,2
E00039465,2
E00063660,2
E00132170,2
E00132169,0
E00132168,1
E00132167,1
E00132166,0
E00132112,0
E00132111,0
E00132056,1
E00132055,1
E00151556,2
E00132050,0
E00096469,1
E00160682,2
E00151171,2
E00160689,2
E00160718,2
E00160723,0
E00160734,2
E00160735,2
E00160746,2
E00151271,2
E00032904,2
E00151305,0
E00151306,0
E00032903,1
E00151309,0
E00032902,2
E00088649,2
E00151322,1
E00063658,0
E00132171,0
E00062235,0
E00151388,1
E00171873,1
E00161979,1
E00095924,0
E00151497,0
E00130962,1
E00130958,1
E00172023,0
E00162387,1
E00162399,0
E00037342,1
E00130755,1
E00130749,1
E00130748,0
E00130747,2
E00130746,0
E00162593,0
E00152232,0
E00088910,2
E00162664,2
E00088921,1
E00162684,0
E00081924,0
E00152245,0
E00162847,0
E00061875,2
E00162945,2
E00162946,2
E00162947,1
E00162973,0
E00161970,2
E00131328,2
E00136138,1
E00059199,2
E00136137,2
E00161225,2
E00062231,0
E00088817,1
E00088818,1
E00062212,2
E00062211,1
E00062210,2
E00088819,2
E00018770,2
E00151819,1
E00131112,1
E00136192,1
E00088823,2
E00018780,1
E00161532,1
E00088825,2
E00088829,2
E00131011,0
E00088831,0
E00088833,2
E00088836,2
E00130989,2
E00130988,0
E00088847,1
E00130981,2
E00130977,2
E00136212,2
E00130976,0
E00130974,0
E00060209,1
E00132172,2
E00088559,2
E00132575,2
E00132574,2
E00132571,0
E00132568,0
E00132567,1
E00132566,0
E00132565,2
E00132564,1
E00132563,2
E00088337,1
E00132539,2
E00132537,2
E00132535,2
E00132533,0
E00064478,1
E00064477,0
E00064476,2
E00160044,0
E00064475,2
E00105510,2
E00064474,0
E00064473,1
E00064472,2
E00064471,2
E00064470,1
E00064469,2
E00183051,1
E00160069,0
E00064466,1
E00132576,0
E00045009,1
E00132578,2
E00159884,1
E00039162,2
E00045025,1
E00159428,1
E00039164,1
E00039165,0
E00133036,1
E00159499,1
E00088266,1
E00088267,2
E00159502,2
E00159503,1
E00159507,2
E00133022,1
E00088289,1
E00039173,0
E00132625,0
E00132609,2
E00132607,2
E00132606,0
E00132605,2
E00132604,2
E00132603,0
E00132602,1
E00088325,0
E00031668,1
E00088326,1
E00132584,0
E00101468,0
E00124528,1
E00132579,1
E00160635,1
E00064465,0
E00064459,0
E00132318,0
E00132317,2
E00132304,0
E00132303,0
E00132294,0
E00132293,0
E00132285,1
E00132230,1
E00132229,2
E00088544,2
E00132227,1
E00088548,1
E00088549,1
E00088550,2
E00088551,0
E00132220,1
E00095400,2
E00088557,1
E00101504,0
E00160507,1
E00101474,1
E00101475,1
E00101476,1
E00101479,0
E00101480,2
E00134228,1
E00134229,2
E00101488,0
E00160523,2
E00101499,0
E00064464,0
E00132347,0
E00132356,1
E00064458,1
E00064457,1
E00064456,0
E00064455,2
E00064453,0
E00064450,1
E00064449,0
E00132512,2
E00132511,0
E00132510,0
E00160222,2
E00160223,1
E00132497,0
E00132492,2
E00132491,2
E00132490,2
E00132489,0
E00132488,0
E00160235,1
E00132487,1
E00132486,0
E00160238,0
E00039301,0
E00044676,0
E00044677,0
E00132400,0
E00132398,2
E00132397,0
E00132396,0
E00044689,1
E00060208,1
E00060207,2
E00125515,1
E00174866,1
E00044652,2
E00147928,2
E00096973,1
E00121920,0
E00096974,1
E00072964,1
E00107638,1
E00096978,2
E00096979,2
E00121911,2
E00096981,0
E00140092,0
E00182324,1
E00121835,0
E00121833,0
E00121832,2
E00182341,1
E00100528,1
E00121831,2
E00044649,1
E00044650,2
E00044651,0
E00121800,2
E00054638,2
E00175007,1
E00121793,2
E00110585,0
E00121834,1
E00110579,1
E00096970,1
E00096969,1
E00174631,1
E00122047,2
E00174637,0
E00096950,1
E00096951,2
E00096952,1
E00096953,0
E00096954,2
E00096955,2
E00122038,1
E00122037,0
E00122036,0
E00122035,0
E00096956,1
E00096957,0
E00096958,2
E00139681,1
E00139680,2
E00096960,0
E00096961,0
E00110744,0
E00096962,1
E00096963,1
E00096964,2
E00122012,2
E00096965,1
E00096966,0
E00096967,0
E00096968,2
E00021336,2
E00044743,1
E00097043,0
E00097050,0
E00175300,0
E00110591,1
E00175303,1
E00097190,1
E00110590,1
E00110589,0
E00097192,2
E00097193,0
E00183409,0
E00097195,2
E00097196,2
E00175339,1
E00175358,2
E00175359,0
E00120176,2
E00054463,0
E00120119,1
E00120118,2
E00139814,0
E00042551,0
E00042553,2
E00042554,0
E00042555,0
E00119991,2
E00054450,1
E00102030,0
E00097306,1
E00097307,2
E00119846,2
E00175299,1
E00174627,0
E00175298,0
E00175291,1
E00097051,1
E00097052,2
E00097053,1
E00101915,1
E00029164,2
E00101921,0
E00097099,2
E00175075,1
E00097104,2
E00121397,2
E00097107,1
E00097111,0
E00097112,0
E00097137,0
E00097138,0
E00097139,2
E00097141,0
E00097142,2
E00097143,1
E00054539,1
E00054538,0
E00054536,2
E00097166,2
E00097173,1
E00097174,1
E00054524,0
E00097175,1
E00120903,2
E00175290,1
E00175297,0
E00174622,2
E00122048,1
E00096947,1
E00122895,1
E00122894,2
E00050264,0
E00122885,1
E00122884,1
E00108164,1
E00184675,0
E00184688,1
E00122865,0
E00184717,0
E00001877,1
E00122863,1
E00042153,2
E00042155,0
E00096669,1
E00102261,1
E00173757,2
E00173758,1
E00173794,2
E00096680,2
E00096682,0
E00096683,2
E00096693,0
E00102179,1
E00012652,1
E00096701,0
E00096708,2
E00096709,1
E00173903,1
E00042124,1
E00173909,1
E00042123,0
E00042120,2
E00050325,2
E00102255,0
E00140143,0
E00102257,2
E00050320,2
E00102258,1
E00102158,0
E00147780,1
E00101885,0
E00101835,0
E00147789,0
E00096532,0
E00123019,2
E00096541,2
E00096542,1
E00096545,2
E00108749,0
E00096565,2
E00096566,2
E00147806,0
E00096569,0
E00147820,0
E00173381,0
E00173382,1
E00108736,0
E00173395,0
E00173396,2
E00122898,1
E00042117,1
E00042122,1
E00021502,1
E00173911,0
E00101644,2
E00174323,2
E00174344,0
E00174389,0
E00174411,1
E00174420,2
E00174425,2
E00096925,0
E00096926,1
E00096927,2
E00096930,1
E00054845,0
E00096934,2
E00122064,2
E00054803,0
E00101619,2
E00096936,1
E00174561,0
E00174562,1
E00096937,1
E00096938,0
E00096939,1
E00096940,0
E00096941,1
E00174581,1
E00174582,1
E00096942,2
E00174586,0
E00096943,2
E00096946,1
E00149100,0
E00122715,1
E00122278,1
E00122284,1
E00096760,2
E00096761,0
E00096762,0
E00096764,0
E00096765,1
E00096766,2
E00096767,2
E00173999,0
E00096768,1
E00174001,0
E00174002,2
E00096769,0
E00096770,2
E00174075,1
E00174080,0
E00096783,1
E00101775,0
E00101690,0
E00055375,2
E00055362,1
E00045215,1
E00174135,2
E00055109,0
E00045221,1
E00055101,1
E00174145,2
E00174147,0
E00174165,2
E00122285,0
E00055042,2
E00042572,0
E00042574,0
E00119474,0
E00101770,0
E00176900,2
E00097839,1
E00097843,2
E00097844,1
E00177010,0
E00139254,0
E00097956,2
E00097961,2
E00053574,2
E00053572,2
E00097967,0
E00117139,2
E00097969,1
E00117137,1
E00112094,0
E00097971,1
E00097972,1
E00097973,0
E00149063,1
E00053560,0
E00097974,1
E00053555,1
E00053552,2
E00177084,2
E00097980,1
E00053547,0
E00097981,0
E00097982,2
E00097835,2
E00097984,2
E00098732,2
E00042948,1
E00097755,2
E00117746,0
E00097762,1
E00149479,0
E00149480,1
E00097764,0
E00097765,2
E00052426,1
E00097766,2
E00097767,1
E00097768,2
E00149487,2
E00176819,1
E00117709,2
E00097773,2
E00117695,2
E00149492,0
E00149493,1
E00117692,1
E00097777,2
E00097796,0
E00071098,0
E00117684,0
E00117683,0
E00099221,2
E00044112,0
E00042945,0
E00099313,1
E00097807,0
E00097812,0
E00097754,1
E00149378,1
E00111702,0
E00053336,0
E00116759,0
E00053333,1
E00053332,1
E00053330,0
E00053326,0
E00053318,1
E00053313,2
E00053312,0
E00053311,2
E00053310,2
E00053309,1
E00053308,0
E00053307,1
E00053306,1
E00053305,2
E00053304,0
E00053303,1
E00053302,2
E00053301,2
E00053300,1
E00053299,1
E00053298,0
E00053297,1
E00053296,0
E00148905,0
E00177374,2
E00053295,0
E00177376,1
E00053337,1
E00097986,2
E00053338,0
E00053341,0
E00052201,0
E00098009,0
E00098019,0
E00052437,1
E00052438,0
E00148501,1
E00148502,0
E00098023,2
E00180017,1
E00116928,0
E00177131,1
E00116927,1
E00116926,2
E00116925,1
E00098025,1
E00116923,0
E00116864,2
E00116852,2
E00177160,0
E00098032,2
E00098035,1
E00177176,2
E00052528,0
E00043815,0
E00177212,2
E00053348,0
E00053346,2
E00053345,2
E00053344,0
E00053339,2
E00172791,0
E00053727,2
E00117853,1
E00113092,1
E00112695,1
E00113099,0
E00042743,2
E00042745,1
E00112683,0
E00042752,2
E00042753,1
E00042754,1
E00176337,2
E00052787,1
E00176341,2
E00176346,1
E00176348,2
E00176349,2
E00054013,1
E00179988,0
E00054008,0
E00097556,2
E00097561,1
E00097562,0
E00097563,2
E00052523,0
E00052498,0
E00176536,2
E00180118,0
E00097588,0
E00139343,2
E00097595,2
E00176190,0
E00097596,2
E00097512,0
E00097509,1
E00119406,0
E00119404,0
E00119403,0
E00097343,1
E00097344,0
E00097345,1
E00097346,0
E00097347,0
E00119341,2
E00119340,1
E00119339,1
E00119338,1
E00139305,1
E00119286,1
E00119285,2
E00042635,1
E00054173,1
E00097391,1
E00054163,1
E00119174,2
E00097428,2
E00097431,0
E00119166,2
E00054137,0
E00139347,1
E00176162,0
E00097507,1
E00097508,0
E00148638,0
E00097511,1
E00097753,2
E00176558,2
E00097599,0
E00052505,0
E00052504,2
E00097664,2
E00097665,2
E00176716,0
E00097666,1
E00097667,0
E00097668,0
E00097669,1
E00097696,2
E00118068,0
E00097723,2
E00097724,0
E00118059,0
E00097731,1
E00097732,0
E00097733,2
E00097734,0
E00097735,1
E00070032,0
E00139352,1
E00097742,0
E00097744,0
E00097747,1
E00097748,0
E00097749,1
E00097750,2
E00097751,0
E00097752,0
E00097661,2
E00141688,1
E00097657,1
E00051942,1
E00051941,1
E00176565,1
E00097600,2
E00051933,0
E00051932,2
E00075591,1
E00097608,1
E00100038,0
E00097612,1
E00097615,1
E00051909,0
E00097617,2
E00176603,2
E00176604,1
E00176605,2
E00176606,2
E00097620,0
E00176608,0
E00097621,0
E00176622,1
E00097634,0
E00097641,1
E00097643,2
E00097644,0
E00176654,1
E00097645,2
E00097646,2
E00141802,1
E00097653,1
E00097656,1
E00134214,1
E00172628,2
E00123107,1
E00059532,0
E00041195,2
E00059530,2
E00041197,2
E00144774,0
E00141795,2
E00169204,2
E00141793,2
E00141792,2
E00059525,1
E00059523,0
E00059522,0
E00178319,1
E00059533,2
E00078341,2
E00041217,0
E00124937,1
E00169349,1
E00141739,0
E00169392,0
E00169393,1
E00169394,1
E00181892,2
E00095060,0
E00141609,0
E00095062,2
E00095068,1
E00053288,2
E00053290,0
E00059534,1
E00059535,2
E00059536,1
E00125044,0
E00168933,1
E00168934,1
E00125041,1
E00094829,0
E00094830,1
E00094831,1
E00094832,1
E00094833,0
E00052043,1
E00052042,1
E00125032,1
E00125031,1
E00052038,2
E00052037,0
E00052049,0
E00052036,2
E00059562,1
E00059557,2
E00059555,2
E00059553,1
E00059552,1
E00059548,0
E00041175,0
E00124973,1
E00169156,0
E00059543,2
E00059538,2
E00059537,2
E00095069,0
E00095070,2
E00095071,2
E00052110,1
E00111694,2
E00095169,1
E00095170,0
E00111692,0
E00111691,1
E00052102,2
E00095171,1
E00169891,0
E00111689,1
E00169902,1
E00169903,2
E00098559,2
E00099489,0
E00181197,0
E00052059,2
E00113175,1
E00181215,2
E00052052,1
E00059341,2
E00095232,2
E00095235,2
E00095241,2
E00095243,2
E00095244,0
E00095247,2
E00059324,1
E00095251,0
E00051975,0
E00051974,1
E00095163,1
E00094823,1
E00051986,1
E00169868,1
E00051969,2
E00051968,0
E00051966,2
E00077153,2
E00051963,0
E00051962,0
E00051961,0
E00044324,1
E00044325,2
E00077158,2
E00059409,2
E00059407,2
E00059403,1
E00095130,0
E00059401,0
E00095131,0
E00095136,1
E00169827,0
E00169828,1
E00052004,1
E00095149,0
E00169838,1
E00169839,0
E00095152,2
E00095158,2
E00095159,1
E00095160,1
E00169848,1
E00169849,2
E00095162,1
E00094818,1
E00094803,2
E00094802,0
E00094121,2
E00052016,2
E00094155,1
E00094208,2
E00102511,1
E00142836,1
E00059828,1
E00142838,2
E00142839,2
E00094517,1
E00189457,1
E00059817,0
E00168253,1
E00168271,0
E00142851,0
E00048252,1
E00142854,2
E00142861,2
E00006810,2
E00142874,0
E00142875,0
E00105700,0
E00105698,2
E00105697,1
E00105694,1
E00059789,1
E00189230,1
E00188740,1
E00006786,0
E00093862,1
E00105896,1
E00093857,0
E00093798,0
E00125514,1
E00105892,0
E00105891,1
E00144283,1
E00060173,2
E00060172,1
E00060170,1
E00060169,0
E00060167,0
E00105881,1
E00060160,1
E00167647,0
E00093672,2
E00141839,1
E00167653,2
E00167654,0
E00167655,1
E00167656,2
E00167657,0
E00167658,2
E00167659,0
E00167660,1
E00167667,1
E00167669,0
E00167670,2
E00040851,2
E00104792,0
E00046854,0
E00060007,0
E00189479,2
E00170072,0
E00105523,2
E00059777,2
E00143971,1
E00094712,2
E00189636,0
E00094721,0
E00094722,2
E00094727,0
E00094729,2
E00094730,2
E00094731,2
E00094732,1
E00094733,2
E00094734,0
E00104686,2
E00104687,0
E00104688,0
E00105622,0
E00094786,2
E00105621,1
E00189280,0
E00105618,0
E00189284,0
E00189285,1
E00094787,2
E00094788,0
E00094789,1
E00094790,1
E00082328,2
E00168853,1
E00189447,0
E00094711,1
E00104754,0
E00094709,1
E00094705,2
E00006771,2
E00006769,2
E00006767,2
E00059775,0
E00006763,2
E00059773,1
E00146983,1
E00168363,0
E00073733,2
E00168368,2
E00059768,1
E00024853,0
E00106110,0
E00188197,2
E00168541,1
E00168547,2
E00094692,0
E00168569,2
E00094697,0
E00041049,2
E00094698,2
E00094699,0
E00059718,2
E00073727,1
E00094701,1
E00059715,2
E00094702,2
E00104141,0
E00094704,2
E00094708,0
E00170075,2
E00170077,1
E00187987,1
E00171579,1
E00095708,2
E00171582,1
E00171583,0
E00095714,2
E00095715,2
E00171614,0
E00171615,1
E00171620,0
E00171622,1
E00171623,1
E00095733,1
E00095740,2
E00095760,1
E00140556,0
E00095764,2
E00171679,0
E00095777,1
E00095778,2
E00041741,2
E00104270,0
E00095793,1
E00140547,0
E00095798,2
E00104273,2
E00095800,1
E00095833,0
E00147091,2
E00095836,0
E00095707,0
E00171774,2
E00095706,1
E00013150,2
E00095565,1
E00095566,0
E00095567,1
E00095568,1
E00123751,1
E00095569,0
E00095570,1
E00147171,1
E00095571,2
E00095572,0
E00188247,2
E00106052,2
E00106051,0
E00058500,2
E00058491,0
E00058484,2
E00188267,0
E00123598,2
E00123592,1
E00123588,1
E00188276,0
E00095667,2
E00171470,2
E00171471,0
E00171474,2
E00095672,2
E00095675,2
E00123522,2
E00095700,0
E00095705,0
E00106026,0
E00095837,2
E00123372,2
E00096352,0
E00140478,2
E00172337,0
E00096394,2
E00096400,1
E00096401,2
E00096408,2
E00096425,1
E00096428,2
E00096429,1
E00096436,0
E00096439,1
E00096442,0
E00105228,1
E00096467,0
E00096468,2
E00073953,0
E00147080,1
E00096477,0
E00096479,2
E00096481,0
E00096482,1
E00096489,2
E00123111,0
E00096497,2
E00123109,1
E00056949,1
E00056948,0
E00056946,1
E00096333,0
E00095838,0
E00105062,2
E00096294,1
E00123368,0
E00105065,1
E00095868,1
E00171805,1
E00095871,0
E00095872,1
E00146073,2
E00171878,0
E00146076,0
E00095927,1
E00095931,1
E00171979,2
E00074385,1
E00172024,1
E00096009,0
E00096010,2
E00096011,0
E00172031,2
E00096012,1
E00096023,0
E00096024,1
E00172077,2
E00096026,2
E00096029,0
E00096031,0
E00096037,2
E00148853,2
E00172222,0
E00096284,1
E00172277,1
E00041981,2
E00123762,0
E00171172,0
E00124688,1
E00171476,1
E00177293,1
E00124659,2
E00059200,1
E00141328,1
E00124658,0
E00095305,1
E00124656,0
E00059195,0
E00059194,2
E00124644,0
E00124640,1
E00124636,2
E00124611,2
E00087298,2
E00124605,0
E00095312,0
E00095110,1
E00095240,0
E00095267,2
E00095310,2
E00095359,1
E00095463,0
E00095935,0
E00124535,1
E00124534,2
E00170399,2
E00170400,2
E00101266,0
E00124533,2
E00124690,1
E00124693,1
E00170102,1
E00170107,0
E00170108,0
E00140773,2
E00095279,0
E00136208,2
E00146662,0
E00189774,2
E00189776,0
E00000353,1
E00146670,0
E00078993,0
E00170207,2
E00170208,2
E00189802,2
E00189846,0
E00140742,0
E00105418,2
E00170215,2
E00170216,2
E00170217,2
E00189780,1
E00189704,0
E00095295,0
E00095296,0
E00104826,2
E00105509,0
E00105508,2
E00105507,2
E00105506,2
E00105505,2
E00170421,2
E00105501,2
E00170757,1
E00105500,2
E00170763,1
E00104818,0
E00095444,0
E00124020,1
E00105494,0
E00095470,2
E00105492,1
E00170867,2
E00105489,2
E00105488,0
E00105487,2
E00171021,2
E00171026,2
E00171033,1
E00171120,1
E00171121,0
E00058580,0
E00058575,0
E00095549,0
E00123808,1
E00140900,1
E00000192,0
E00123806,1
E00070998,2
E00123805,2
E00105309,0
E00171170,2
E00170754,2
E00124532,1
E00105304,1
E00105303,2
E00105302,2
E00066717,0
E00124527,1
E00124522,1
E00124519,2
E00124518,2
E00124517,2
E00041474,1
E00041475,0
E00041476,1
E00095334,2
E00041479,1
E00041480,0
E00041481,0
E00095335,1
E00095387,1
E00041500,1
E00041501,1
E00041502,2
E00041503,0
E00041505,2
E00000230,1
E00135238,1
E00105348,1
E00105346,0
E00105345,0
E00170638,0
E00124270,1
E00047324,1
E00170748,2
E00053294,0
E00104139,1
E00104131,2
E00147992,2
E00147993,1
E00147994,1
E00147997,2
E00140026,0
E00140024,1
E00140023,1
E00148002,1
E00148003,0
E00140022,1
E00140021,0
E00140020,1
E00140019,1
E00140027,0
E00140018,0
E00140012,0
E00140010,1
E00140009,2
E00140008,1
E00139994,2
E00139993,2
E00139991,1
E00139990,2
E00139989,2
E00139988,0
E00107631,2
E00102843,0
E00148047,1
E00140013,0
E00140028,2
E00102851,0
E00147982,0
E00147825,2
E00147826,1
E00147827,2
E00147828,0
E00147830,1
E00147833,1
E00102866,2
E00147835,1
E00140110,0
E00154247,0
E00140105,0
E00072976,2
E00140101,2
E00038247,2
E00154297,1
E00140098,0
E00140097,2
E00140094,1
E00140093,0
E00154304,1
E00140091,2
E00140090,1
E00140089,1
E00147954,0
E00147958,2
E00140085,1
E00147961,1
E00102976,2
E00147963,2
E00139987,2
E00139986,1
E00139981,1
E00139980,0
E00139767,2
E00139766,1
E00072510,0
E00139717,1
E00139716,1
E00139715,1
E00139714,2
E00139713,2
E00139712,0
E00139711,0
E00072496,0
E00139693,1
E00139692,2
E00139690,2
E00139688,1
E00139687,2
E00012675,1
E00012674,1
E00139685,0
E00107415,1
E00148322,1
E00139682,0
E00154133,1
E00044756,1
E00139679,1
E00148339,0
E00148340,1
E00148341,2
E00148342,0
E00139768,1
E00147824,1
E00139770,2
E00139772,2
E00148090,1
E00148094,0
E00072686,1
E00139879,0
E00148145,2
E00139858,1
E00107846,1
E00148149,1
E00148150,2
E00148151,2
E00139846,2
E00139845,2
E00139843,1
E00139831,0
E00139830,0
E00072619,0
E00139829,0
E00102700,0
E00139828,2
E00139827,0
E00012731,0
E00139826,0
E00139824,1
E00139815,2
E00102005,0
E00012723,2
E00148180,1
E00139775,0
E00139774,2
E00139771,1
E00147823,0
E00147822,0
E00147821,0
E00140190,0
E00140189,0
E00147582,1
E00147583,2
E00102609,0
E00140187,0
E00140186,1
E00140185,0
E00140184,1
E00140183,0
E00050073,0
E00140181,0
E00140180,2
E00147645,0
E00147646,2
E00147647,0
E00147648,0
E00147649,2
E00147650,2
E00147651,0
E00147652,2
E00147653,1
E00140179,2
E00140177,0
E00147657,1
E00153240,0
E00073318,1
E00073317,1
E00073316,0
E00140191,2
E00073315,1
E00140192,2
E00147576,0
E00140266,1
E00140248,0
E00102812,2
E00102791,1
E00147418,0
E00140232,2
E00140231,2
E00107769,2
E00140228,1
E00185357,2
E00140219,0
E00140218,1
E00147466,1
E00147472,0
E00147473,2
E00147474,0
E00147477,0
E00102759,2
E00140211,0
E00147482,0
E00147483,2
E00107728,1
E00147528,2
E00147560,1
E00147566,0
E00102766,1
E00140196,0
E00140195,2
E00140194,1
E00107771,1
E00102180,1
E00073314,1
E00147667,2
E00147764,0
E00147765,1
E00147766,1
E00147769,0
E00147770,0
E00140145,1
E00103597,1
E00147773,2
E00103601,1
E00147775,2
E00147776,1
E00147777,0
E00147778,1
E00187167,2
E00147787,0
E00147788,0
E00103638,1
E00147791,0
E00147794,1
E00147795,1
E00012897,2
E00026343,2
E00012894,1
E00106928,2
E00012890,2
E00075928,0
E00140127,1
E00186879,2
E00186882,2
E00012931,1
E00147665,2
E00140147,0
E00140151,2
E00147668,0
E00147669,1
E00147686,1
E00147689,2
E00155855,0
E00147691,1
E00147692,0
E00140176,1
E00147694,1
E00147703,2
E00147707,1
E00147709,1
E00147710,2
E00147712,0
E00073312,0
E00073311,1
E00147715,0
E00147716,1
E00147717,0
E00147718,2
E00147719,1
E00073309,1
E00073304,0
E00140164,1
E00103977,1
E00140159,1
E00140157,2
E00140156,1
E00140153,1
E00140150,0
E00140269,2
E00012651,1
E00012647,0
E00149098,2
E00149099,2
E00065824,1
E00149101,2
E00149105,1
E00149106,1
E00149107,0
E00149112,2
E00149116,0
E00149127,2
E00149128,0
E00149136,0
E00149138,1
E00149097,2
E00149139,2
E00149141,2
E00149142,2
E00103775,1
E00187506,0
E00103780,1
E00149156,1
E00149164,2
E00033616,1
E00138927,0
E00138926,2
E00138916,0
E00138912,1
E00017876,2
E00149140,2
E00149096,0
E00149075,1
E00149074,2
E00139295,1
E00186536,0
E00139293,0
E00139292,0
E00139291,0
E00139290,0
E00107161,2
E00139288,2
E00139286,2
E00139281,1
E00139280,0
E00139256,1
E00139255,0
E00049459,2
E00139249,0
E00139244,2
E00186608,2
E00139241,2
E00139240,2
E00107148,1
E00139238,1
E00139237,0
E00139236,1
E00149051,0
E00149052,0
E00149060,1
E00098733,0
E00149066,2
E00071701,1
E00138905,2
E00071383,0
E00149363,2
E00149368,1
E00186336,2
E00149469,1
E00149470,0
E00149471,2
E00049517,0
E00149473,2
E00149474,0
E00149475,0
E00149476,0
E00149478,2
E00107186,2
E00107185,2
E00149481,2
E00149482,1
E00149483,0
E00149484,2
E00149485,2
E00149486,2
E00017848,1
E00149488,2
E00149489,1
E00149490,0
E00149491,0
E00157183,1
E00149918,0
E00149494,2
E00149495,0
E00106941,0
E00141437,1
E00071186,1
E00106939,2
E00071190,1
E00071194,1
E00106933,0
E00012112,0
E00012107,2
E00099314,1
E00012104,1
E00134717,0
E00012101,0
E00149379,0
E00149381,1
E00149383,0
E00149384,0
E00149387,0
E00149388,2
E00012090,2
E00071215,0
E00149416,1
E00149417,0
E00149418,0
E00149419,2
E00149423,2
E00149424,0
E00149425,0
E00149426,0
E00149427,1
E00149428,2
E00149439,2
E00149440,1
E00149441,2
E00071198,2
E00071191,1
E00112697,1
E00148906,1
E00052740,1
E00148440,0
E00052743,1
E00148463,1
E00052747,1
E00052739,1
E00052748,0
E00052750,1
E00052751,2
E00052752,2
E00148494,1
E00148495,1
E00148498,1
E00142274,2
E00052439,0
E00148509,2
E00148510,0
E00148511,0
E00148558,2
E00148559,1
E00148560,0
E00148562,1
E00148563,1
E00148564,0
E00148584,2
E00012472,2
E00012471,1
E00012469,0
E00012467,2
E00052733,0
E00052734,2
E00012455,0
E00148431,2
E00148422,1
E00012646,2
E00012645,0
E00012644,1
E00012643,2
E00012642,0
E00148347,0
E00113017,0
E00105904,2
E00139657,1
E00113093,0
E00113103,2
E00098570,0
E00113111,1
E00139650,0
E00098569,0
E00079665,0
E00079667,2
E00052565,2
E00112914,2
E00148412,2
E00148413,1
E00148414,0
E00148415,1
E00052763,2
E00148417,0
E00148418,0
E00148419,1
E00148420,0
E00148421,0
E00148423,0
E00072462,2
E00033790,0
E00033787,2
E00139345,2
E00066211,0
E00071843,1
E00066205,2
E00148847,1
E00066201,2
E00139337,2
E00179277,1
E00139336,1
E00112756,1
E00139334,2
E00139328,0
E00139326,2
E00071827,1
E00139318,0
E00148865,2
E00139308,2
E00139307,1
E00139306,1
E00052501,1
E00112766,0
E00052503,0
E00148898,0
E00148899,0
E00179279,0
E00148901,2
E00112713,0
E00179318,2
E00148904,1
E00139346,0
E00033789,0
E00137062,2
E00139350,0
E00033778,2
E00052628,1
E00137046,0
E00033771,1
E00033770,1
E00150753,0
E00148643,0
E00033767,2
E00033766,1
E00098566,2
E00148649,1
E00112833,1
E00111697,2
E00033753,0
